[2026-08-11 12:44:31] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:44:37] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:44:37] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:44:46] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:44:47] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:44:55] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:44:57] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:44:57] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:45:14] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:45:18] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:45:18] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:45:35] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:45:41] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows | HIGH IORM: ['EXADB']
[2026-08-12 14:45:41] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:45:58] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:46:04] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:46:07] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows | HIGH IORM: ['EXADB']
[2026-08-12 14:46:07] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:46:23] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:46:30] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:46:30] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:46:42] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows | HIGH IORM: ['EXADB']
[2026-08-12 14:46:42] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:46:46] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:47:03] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:47:03] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:47:06] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:47:13] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:47:13] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:47:31] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:47:40] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:47:40] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:47:51] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows | HIGH IORM: ['EXADB']
[2026-08-12 14:47:51] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:47:55] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:48:18] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:48:18] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:48:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:48:26] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:48:26] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:48:35] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows
[2026-08-12 14:48:35] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:48:45] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows | HIGH IORM: ['EXADB']
[2026-08-12 14:48:45] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:49:06] INFO     | exadata_top_db_parser | ✅ Parsed 1 Top DB rows | HIGH IORM: ['EXADB']
[2026-08-12 14:49:06] INFO     | exadata_top_db_parser | ✅ Inserted 1 rows into awr_exadata_top_db
[2026-08-12 14:49:08] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:51:44] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:52:12] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:53:55] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:55:58] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:56:33] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:58:44] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 14:59:26] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:00:55] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:02:22] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:02:38] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:05:39] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:08:12] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:10:24] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:12:50] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:15:10] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:17:15] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:21:04] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:23:10] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:25:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:25:28] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:26:44] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:27:28] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:28:03] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:29:22] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:29:33] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:30:51] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:31:40] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:32:23] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:33:53] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:33:54] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:35:09] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:36:04] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:36:26] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:37:47] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:38:28] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:39:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:40:36] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:40:42] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:41:56] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:42:57] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:43:14] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:45:21] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:47:35] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:49:49] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:52:00] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:54:29] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:56:48] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 15:59:12] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:01:26] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:03:47] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:06:05] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:08:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:10:38] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:12:56] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:15:08] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:17:24] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:19:34] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:21:43] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:23:54] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:26:07] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:28:11] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:30:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:32:26] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-12 16:34:36] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 10:01:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 10:33:42] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 10:34:57] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 11:06:51] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 11:08:07] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 11:09:23] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 11:36:49] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 11:38:05] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 11:39:24] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 11:40:38] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:07:11] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:08:27] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:09:43] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:10:57] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:12:10] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:45:21] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:46:37] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:47:56] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:49:12] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:50:27] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 12:51:41] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:15:38] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:16:51] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:18:02] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:19:19] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:20:36] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:21:51] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:23:06] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:46:02] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:47:10] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:48:21] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:49:27] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:50:36] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:51:50] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:53:07] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 13:54:17] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:16:30] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:17:37] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:18:48] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:19:54] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:21:00] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:22:05] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:23:11] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:24:16] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:25:26] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:46:48] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:47:59] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:49:12] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:50:25] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:51:41] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:52:50] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:53:59] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:55:05] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:56:21] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 14:57:34] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:17:56] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:19:16] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:20:35] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:21:54] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:23:12] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:24:28] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:25:47] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:27:06] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:28:26] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:29:46] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:31:06] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:50:04] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:51:22] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:52:36] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:53:51] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:55:06] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:56:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:57:37] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 15:58:55] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:00:11] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:01:24] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:02:34] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:03:50] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:23:41] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:24:56] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:26:14] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:27:29] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:28:42] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:34:04] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:35:19] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:36:34] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:37:55] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:39:10] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:40:26] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:41:40] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:42:56] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:54:41] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:55:52] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:57:07] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 16:58:23] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 17:29:08] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 17:30:11] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 17:31:31] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-13 17:32:44] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:01:41] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:01:48] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:01:53] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:01:59] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:02:04] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:02:10] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:08:59] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:10:16] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-14 12:11:32] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:57:39] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:57:51] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:58:02] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:58:13] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:58:25] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:58:36] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:58:47] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:58:59] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:59:12] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:59:23] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:59:34] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:59:45] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 11:59:56] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:00:08] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:00:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:00:32] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:00:45] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:00:56] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:01:08] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:01:20] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:06:31] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:08:01] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:09:32] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:11:05] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
[2026-08-17 12:37:52] WARNING  | exadata_top_db_parser | ⚠️  Top Databases section not found
