[2026-08-11 12:44:30] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:44:03] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:44:20] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:44:33] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:44:37] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:44:45] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:44:54] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:44:56] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:45:13] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:45:17] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:45:34] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:45:40] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:45:50] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:45:57] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:46:06] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:46:22] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:46:30] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:46:41] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:46:45] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:47:03] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:47:05] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:47:12] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:47:31] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:47:39] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:47:50] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:47:54] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:48:00] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:48:17] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:48:25] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:48:35] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:48:44] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:48:57] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:49:05] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:51:35] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:51:59] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:53:46] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:55:44] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:56:25] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:58:35] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 14:59:12] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:00:47] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:02:14] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:02:25] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:05:30] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:08:03] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:10:15] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:12:40] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:15:01] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:17:08] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:20:56] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:23:02] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:25:11] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:25:23] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:26:38] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:27:20] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:27:58] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:29:16] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:29:24] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:30:45] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:31:31] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:32:17] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:33:44] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:33:49] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:35:04] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:35:55] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:36:21] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:37:41] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:38:19] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:39:15] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:40:31] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:40:33] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:41:51] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:42:48] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:43:06] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:45:12] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:47:26] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:49:40] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:51:51] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:54:20] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:56:39] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 15:59:02] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:01:17] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:03:37] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:05:56] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:08:11] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:10:29] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:12:47] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:15:00] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:17:15] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:19:25] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:21:34] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:23:45] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:25:58] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:28:03] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:30:11] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:32:17] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-12 16:34:28] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 10:01:15] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 10:33:38] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 10:34:52] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 11:06:46] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 11:08:02] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 11:09:19] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 11:36:44] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 11:38:01] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 11:39:19] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 11:40:34] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:07:06] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:08:22] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:09:38] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:10:52] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:12:06] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:45:16] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:46:32] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:47:51] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:49:07] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:50:22] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 12:51:36] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:15:33] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:16:46] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:17:58] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:19:15] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:20:31] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:21:46] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:23:02] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:45:58] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:47:06] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:48:17] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:49:23] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:50:32] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:51:45] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:53:03] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 13:54:13] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:16:26] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:17:33] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:18:45] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:19:50] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:20:57] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:22:01] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:23:07] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:24:13] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:25:22] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:46:43] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:47:55] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:49:08] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:50:20] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:51:37] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:52:46] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:53:55] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:55:01] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:56:17] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 14:57:30] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:17:51] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:19:11] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:20:30] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:21:49] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:23:07] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:24:23] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:25:42] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:27:01] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:28:21] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:29:41] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:31:01] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:49:59] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:51:17] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:52:32] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:53:47] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:55:02] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:56:16] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:57:32] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 15:58:50] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 16:00:06] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 16:01:19] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 16:02:30] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 16:03:45] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 16:23:36] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 16:24:51] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
[2026-08-13 16:26:09] INFO     | exadata_fc_writes_parser | ✅ FC Writes: 0 rows | Rejections: 0 (0 total) | Internal: 0
